Location,TST,Tag,Age,Sex,Nasal,Jaw,FAMACHA,BCS,Dag,Status_Field,Status_FPC,Weight,Lactation,Visit,Date,FEC,TFEC,month,plant,farm,time,tx2,month2,year,time2,Month_year
CHINKHOWE,Plant,63,3,F,,,,,,,,,,22,2020-11-26,,,November,gmelina,P17,295,,Nov,2020,,November2020
CHINKHOWE,Plant,64,1,F,,,,,,,,,,22,2020-11-26,,,November,gmelina,P17,295,,Nov,2020,,November2020
CHINKHOWE,Plant,65,1,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,22,2020-11-26,,,November,gmelina,P17,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,66,3,F,0,0,1,2,0,Healthy,Healthy,39.5,Pregnant,22,2020-11-26,300,,November,gmelina,P17,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,67,1,F,,,,,,,,,,22,2020-11-26,,,November,gmelina,P17,295,,Nov,2020,,November2020
CHINKHOWE,Plant,68,3,F,0,0,2,2.5,0,Healthy,Healthy,36.7,NotLactating,22,2020-11-26,1150,,November,gmelina,P17,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,72,4,F,,,,,,,,,,22,2020-11-26,,,November,gmelina,P18,295,,Nov,2020,,November2020
CHINKHOWE,Plant,73,3,F,,,,,,,,,,22,2020-11-26,,,November,gmelina,P18,295,,Nov,2020,,November2020
CHINKHOWE,Plant,74,1,F,,,,,,,,,,22,2020-11-26,,,November,gmelina,P18,295,,Nov,2020,,November2020
CHINKHOWE,Plant,75,4,F,,,,,,,,,,22,2020-11-26,,,November,gmelina,P18,295,,Nov,2020,,November2020
CHINKHOWE,Plant,80,4,F,,,,,,,,,,22,2020-11-26,,,November,kakhobo,P19,295,,Nov,2020,,November2020
CHINKHOWE,Plant,81,3,F,,,,,,,,,,22,2020-11-26,,,November,kakhobo,P19,295,,Nov,2020,,November2020
CHINKHOWE,Plant,82,4,F,,,,,,,,,,22,2020-11-26,,,November,kakhobo,P19,295,,Nov,2020,,November2020
CHINKHOWE,Plant,86,4,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,22,2020-11-26,300,,November,mtawa,P20,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,22,2020-11-26,100,,November,mtawa,P20,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,93,4.5,F,0,0,2,2,0,Healthy,Healthy,38.1,Pregnant,22,2020-11-26,650,,November,kakhobo,P21,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,97,4,F,0,0,2,2,0,Healthy,Healthy,34.2,NotLactating,22,2020-11-26,150,,November,mtawa,P22,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,99,3,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,22,2020-11-26,300,,November,mtawa,P22,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,300,3,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,22,2020-11-26,500,,November,mtawa,P23,295,nonepl,Nov,2020,,November2020
CHINKHOWE,Plant,302,4,F,0,0,1,2.5,0,Healthy,Healthy,40.8,Pregnant,22,2020-11-26,0,,November,mtawa,P23,295,nonepl,Nov,2020,,November2020
MAZINGA,Plant,48,1,F,0,0,2,1.5,0,Borderline,Borderline,25.9,Lactating,1,2020-12-03,1100,,December,mtawa,P8,0,plantpl,Dec,2020,,December2020
MAZINGA,Plant,14new,2,F,0,0,2,2.5,0,Healthy,Healthy,32.6,Pregnant,1,2020-12-03,1050,,December,mtawa,P3,0,nonepl,Dec,2020,,December2020
MAZINGA,Plant,215,4,F,0,0,2,2.5,0,Healthy,Healthy,29.9,Pregnant,2,2020-12-03,100,,December,mtawa,P12,14,nonepl,Dec,2020,,December2020
MAZINGA,Plant,214,1,F,0,0,1,2.5,0,Healthy,Healthy,20.4,NotLactating,3,2020-12-03,0,,December,mtawa,P12,28,nonepl,Dec,2020,,December2020
MAZINGA,Plant,217,4.5,F,,,,,,,,,,5,2020-12-03,,,December,kakhobo,P13,56,,Dec,2020,,December2020
MAZINGA,Plant,218,3,F,,,,,,,,,,5,2020-12-03,,,December,kakhobo,P13,56,,Dec,2020,,December2020
MAZINGA,Plant,219,2,F,,,,,,,,,,5,2020-12-03,,,December,kakhobo,P13,56,,Dec,2020,,December2020
MAZINGA,Plant,95601,4.5,F,,,,,,,,,,5,2020-12-03,,,December,kakhobo,P13,56,,Dec,2020,,December2020
MAZINGA,Plant,9,1.5,F,,,,,,,,,,8,2020-12-03,,,December,mtawa,P2,98,,Dec,2020,,December2020
MAZINGA,Plant,210,3,F,0,0,2,2,0,Healthy,Healthy,25.9,Pregnant,9,2020-12-03,0,,December,mtawa,P12,112,nonepl,Dec,2020,,December2020
MAZINGA,Plant,211,4.5,F,0,0,2,2,1,Healthy,Healthy,29.9,Lactating,9,2020-12-03,450,,December,mtawa,P12,112,nonepl,Dec,2020,,December2020
MAZINGA,Plant,212,3,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,9,2020-12-03,0,,December,mtawa,P12,112,nonepl,Dec,2020,,December2020
MAZINGA,Plant,213,4.5,F,0,0,2,2,0,Healthy,Healthy,39.5,Pregnant,9,2020-12-03,1550,,December,mtawa,P12,112,nonepl,Dec,2020,,December2020
MAZINGA,Plant,201,3,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,11,2020-12-03,900,,December,mtawa,P10,140,nonepl,Dec,2020,,December2020
MAZINGA,Plant,95646,4.5,F,0,0,2,2.5,0,Healthy,Healthy,39.5,Pregnant,11,2020-12-03,200,,December,mtawa,P10,140,nonepl,Dec,2020,,December2020
MAZINGA,Plant,200,2,F,0,0,2,2,0,Healthy,Healthy,24.5,NotLactating,12,2020-12-03,0,,December,mtawa,P10,154,nonepl,Dec,2020,,December2020
MAZINGA,Plant,205,1.5,F,0,0,2,2.5,0,Healthy,Healthy,31.3,Pregnant,12,2020-12-03,50,,December,mtawa,P11,154,nonepl,Dec,2020,,December2020
MAZINGA,Plant,41,4.5,F,0,0,2,2.5,0,Healthy,Healthy,42.2,Pregnant,16,2020-12-03,150,,December,kakhobo,P9,210,nonepl,Dec,2020,,December2020
KAMCHEZERA,Drug,26655,4,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,2,2020-12-04,200,,December,,D1,14,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26085,2,F,0,0,2,2,0,Healthy,Healthy,23.1,Lactating,3,2020-12-04,3900,,December,,D27,28,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26607,2,F,0,0,2,2.5,0,Healthy,Healthy,25.9,NotLactating,3,2020-12-04,200,,December,,D1,28,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26608,1,F,0,0,2,2.5,0,Healthy,Healthy,29.9,NotLactating,3,2020-12-04,150,,December,,D1,28,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26624,3,F,0,0,2,2,0,Healthy,Healthy,32.6,NotLactating,3,2020-12-04,100,,December,,D27,28,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26625,1.5,F,0,0,3,2,0,Borderline,Borderline,27.2,NotLactating,3,2020-12-04,400,,December,,D27,28,plantdr,Dec,2020,,December2020
KAMCHEZERA,Drug,98021,4,F,0,0,3,1.5,0,Borderline,Borderline,28.6,NotLactating,3,2020-12-04,2800,,December,,D27,28,plantdr,Dec,2020,,December2020
KAMCHEZERA,Drug,26558,2.5,F,0,0,2,2.5,0,Healthy,Healthy,35.4,NotLactating,7,2020-12-04,100,,December,,D26,84,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26559,1,F,0,0,2,2,0,Healthy,Healthy,25.9,NotLactating,7,2020-12-04,,,December,,D26,84,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26560,2,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,7,2020-12-04,,,December,,D26,84,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,98465,4,F,0,0,3,1.5,0,Borderline,Borderline,27.2,Pregnant,7,2020-12-04,800,,December,,D26,84,plantdr,Dec,2020,,December2020
KAMCHEZERA,Drug,26628,4.5,F,0,0,3,1.5,0,Borderline,Borderline,25.9,Pregnant,8,2020-12-04,600,,December,,D25,98,plantdr,Dec,2020,,December2020
MAZINGA,Plant,42,4,F,0,0,3,1.5,0,Borderline,Borderline,24.5,Lactating,16,2020-12-03,1400,,December,kakhobo,P9,210,plantpl,Dec,2020,,December2020
MKWINDA,Drug,24TD1,3,F,1,0,2,2.5,0,Sick,Healthy_Nasal,32.6,Pregnant,25,2021-01-06,550,,January,,D11,337,drugdr,Jan,2021,,January2021
MAZINGA,Plant,43,4,F,0,0,2,2,0,Healthy,Healthy,31.3,Pregnant,16,2020-12-03,50,,December,kakhobo,P9,210,nonepl,Dec,2020,,December2020
KAMCHEZERA,Drug,26634,4.5,M,1,0,3,1.5,0,Borderline,Borderline,39.5,,8,2020-12-04,50,,December,,D25,98,plantdr,Dec,2020,,December2020
MAZINGA,Plant,44,2,F,0,0,2,2.5,0,Healthy,Healthy,29.9,Pregnant,16,2020-12-03,750,,December,kakhobo,P9,210,nonepl,Dec,2020,,December2020
KAMCHEZERA,Drug,99380,3,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,8,2020-12-04,150,,December,,D25,98,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,140,1,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,11,2020-12-04,550,,December,,D9,140,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,141,1.5,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,11,2020-12-04,50,,December,,D9,140,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,97957,4,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,11,2020-12-04,600,,December,,D10,140,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26058,4.5,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,18,2020-12-04,200,,December,,D8,238,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26059,4.5,F,0,0,2,2.5,0,Healthy,Healthy,38.1,NotLactating,18,2020-12-04,200,,December,,D8,238,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,95225,3,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,18,2020-12-04,0,,December,,D8,238,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,138,1,F,0,0,2,2,0,Healthy,Healthy,42.2,Lactating,22,2020-12-04,0,,December,,D7,294,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,101,2,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,23,2020-12-04,100,,December,,D1,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,105,1,F,0,0,2,2,0,Healthy,Healthy,31.3,NotLactating,23,2020-12-04,50,,December,,D3,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,106,1,F,0,0,2,2,0,Healthy,Healthy,27.2,NotLactating,23,2020-12-04,1450,,December,,D3,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,107,1,F,,,,,,,,,,23,2020-12-04,,,December,,D3,308,,Dec,2020,,December2020
KAMCHEZERA,Drug,108,3,F,0,0,2,2,0,Healthy,Healthy,25.9,NotLactating,23,2020-12-04,50,,December,,D3,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,111,1,F,1,0,2,2,0,Healthy,Healthy_Nasal,25.9,NotLactating,23,2020-12-04,,,December,,D6,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26065,1,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,23,2020-12-04,150,,December,,D1,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26075,3,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,23,2020-12-04,200,,December,,D5,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26529,3,F,,,,,,,,,,23,2020-12-04,,,December,,D4,308,,Dec,2020,,December2020
KAMCHEZERA,Drug,26549,3,F,0,0,2,2,0,Healthy,Healthy,42.2,Lactating,23,2020-12-04,50,,December,,D3,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,26552,1,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,23,2020-12-04,100,,December,,D6,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,95463,3,F,0,0,2,2,0,Healthy,Healthy,38.1,NotLactating,23,2020-12-04,300,,December,,D1,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,99340,4.5,F,0,0,2,2.5,0,Healthy,Healthy,36.7,Lactating,23,2020-12-04,0,,December,,D2,308,nonedr,Dec,2020,,December2020
KAMCHEZERA,Drug,99455,2,F,0,0,2,2,0,Healthy,Healthy,29.9,Lactating,23,2020-12-04,550,,December,,D2,308,nonedr,Dec,2020,,December2020
MKWINDA,Drug,156,4,F,,,,,,,,,,6,2020-12-09,,,December,,D13,70,,Dec,2020,,December2020
MKWINDA,Drug,27104,1,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,8,2020-12-09,250,,December,,D13,98,nonedr,Dec,2020,,December2020
MKWINDA,Drug,26909,1,F,,,,,,,,,,9,2020-12-09,,,December,,D12,112,,Dec,2020,,December2020
MKWINDA,Drug,27106,1,F,,,,,,,,,,10,2020-12-09,,,December,,D13,126,,Dec,2020,,December2020
MKWINDA,Drug,27097,1,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,11,2020-12-09,0,,December,,D11,126,nonedr,Dec,2020,,December2020
MKWINDA,Drug,27098,1,F,0,0,1,2,0,Healthy,Healthy,31.3,Pregnant,11,2020-12-09,,,December,,D11,126,nonedr,Dec,2020,,December2020
MKWINDA,Drug,153,4.5,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,18,2020-12-09,0,,December,,D18,238,nonedr,Dec,2020,,December2020
MKWINDA,Drug,152,4.5,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,20,2020-12-09,1100,,December,,D18,267,nonedr,Dec,2020,,December2020
MKWINDA,Drug,98175,4,F,0,0,2,2.5,0,Healthy,Healthy,32.6,NotLactating,20,2020-12-09,0,,December,,D18,267,nonedr,Dec,2020,,December2020
MKWINDA,Drug,142,2,F,0,0,2,2,0,Healthy,Healthy,31.3,Pregnant,21,2020-12-09,0,,December,,D17,281,nonedr,Dec,2020,,December2020
MKWINDA,Drug,143,4,F,0,0,2,2.5,0,Healthy,Healthy,36.7,Pregnant,21,2020-12-09,50,,December,,D17,281,nonedr,Dec,2020,,December2020
MKWINDA,Drug,10757,2.5,F,0,0,2,2,0,Healthy,Healthy,32.6,Pregnant,21,2020-12-09,50,,December,,D17,281,nonedr,Dec,2020,,December2020
MKWINDA,Drug,140m,2,F,0,0,2,2.5,0,Healthy,Healthy,36.7,Lactating,21,2020-12-09,500,,December,,D17,281,nonedr,Dec,2020,,December2020
MKWINDA,Drug,141m,4,F,0,0,2,2,0,Healthy,Healthy,38.1,Pregnant,21,2020-12-09,150,,December,,D17,281,nonedr,Dec,2020,,December2020
MKWINDA,Drug,121,3.5,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,23,2020-12-09,100,,December,,D11,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,122,2,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,23,2020-12-09,0,,December,,D11,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,123,2,F,0,0,2,2,0,Healthy,Healthy,31.3,Pregnant,23,2020-12-09,150,,December,,D11,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,132,1.5,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,23,2020-12-09,850,,December,,D14,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,136,1,F,0,0,2,2.5,0,Healthy,Healthy,28.6,NotLactating,23,2020-12-09,300,,December,,D16,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,137,4,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,23,2020-12-09,550,,December,,D16,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,26383,1,M,0,0,2,2.5,0,Healthy,Healthy,27.2,,23,2020-12-09,150,,December,,D15,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,95692,4,F,,,,,,,,,,23,2020-12-09,,,December,,D12,309,,Dec,2020,,December2020
MKWINDA,Drug,97890,4.5,F,0,0,2,2,0,Healthy,Healthy,39.5,Pregnant,23,2020-12-09,750,,December,,D11,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,97895,4,F,0,0,2,2,0,Healthy,Healthy,47.6,Pregnant,23,2020-12-09,,,December,,D11,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,98263,4,F,0,0,2,2.5,0,Healthy,Healthy,40.8,Pregnant,23,2020-12-09,200,,December,,D15,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,98580,4,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,23,2020-12-09,100,,December,,D13,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,99081,3,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,23,2020-12-09,0,,December,,D11,309,nonedr,Dec,2020,,December2020
MAZINGA,Plant,46,4.5,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,16,2020-12-03,2550,,December,mtawa,P8,210,nonepl,Dec,2020,,December2020
MKWINDA,Drug,99316,3,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,23,2020-12-09,50,,December,,D13,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,99514,4,F,0,0,2,2,0,Healthy,Healthy,39.5,NotLactating,23,2020-12-09,1300,,December,,D14,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,99515,2.5,F,0,0,2,2.5,0,Healthy,Healthy,36.7,NotLactating,23,2020-12-09,200,,December,,D14,309,nonedr,Dec,2020,,December2020
MKWINDA,Drug,24TD1,3,F,1,0,2,2,0,Healthy,Healthy_Nasal,32.6,Pregnant,23,2020-12-09,150,,December,,D11,309,nonedr,Dec,2020,,December2020
MAZINGA,Plant,47,4.5,F,0,0,2,2.5,0,Healthy,Healthy,42.2,Lactating,16,2020-12-03,0,,December,mtawa,P8,210,nonepl,Dec,2020,,December2020
MAZINGA,Plant,30,4,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,21,2020-12-03,,,December,kakhobo,P6,280,nonepl,Dec,2020,,December2020
MAZINGA,Plant,31,4,F,0,0,2,2,0,Healthy,Healthy,39.5,Pregnant,21,2020-12-03,50,,December,kakhobo,P6,280,nonepl,Dec,2020,,December2020
MAZINGA,Plant,32,1,F,0,0,2,2,0,Healthy,Healthy,31.3,Pregnant,21,2020-12-03,,,December,kakhobo,P6,280,nonepl,Dec,2020,,December2020
MAZINGA,Plant,35,3,F,0,0,2,2,0,Healthy,Healthy,38.1,Pregnant,21,2020-12-03,0,,December,mtawa,P7,280,nonepl,Dec,2020,,December2020
MAZINGA,Plant,36,4,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Pregnant,21,2020-12-03,,,December,mtawa,P7,280,nonepl,Dec,2020,,December2020
MAZINGA,Plant,37,1,F,0,0,2,2.5,0,Healthy,Healthy,34.2,Pregnant,21,2020-12-03,,,December,mtawa,P7,280,nonepl,Dec,2020,,December2020
MAZINGA,Plant,6,4.5,F,1,0,2,2,0,Healthy,Healthy_Nasal,31.3,Pregnant,23,2020-12-03,100,,December,mtawa,P2,308,nonepl,Dec,2020,,December2020
MAZINGA,Plant,7,4.5,F,0,0,2,2,0,Healthy,Healthy,40.8,Pregnant,23,2020-12-03,50,,December,mtawa,P2,308,nonepl,Dec,2020,,December2020
MAZINGA,Plant,12,3,F,0,0,2,2,0,Healthy,Healthy,35.4,NotLactating,23,2020-12-03,,,December,mtawa,P3,308,nonepl,Dec,2020,,December2020
MAZINGA,Plant,13,3,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,23,2020-12-03,50,,December,mtawa,P3,308,nonepl,Dec,2020,,December2020
MAZINGA,Plant,18,2,F,,,,,,,,,,23,2020-12-03,,,December,mtawa,P4,308,,Dec,2020,,December2020
MAZINGA,Plant,95627,4,F,1,0,2,2,0,Healthy,Healthy_Nasal,42.2,Pregnant,23,2020-12-03,,,December,mtawa,P3,308,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,65,1,F,0,0,3,2,0,Healthy,Borderline,31.3,Lactating,23,2020-12-10,550,,December,gmelina,P17,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,303,1,F,0,0,2,2.5,0,Healthy,Healthy,28.6,Pregnant,2,2020-12-10,0,,December,mtawa,P23,14,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,61,1,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,3,2020-12-10,0,,December,mtawa,P16,28,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,54,1,F,0,0,2,2,0,Healthy,Healthy,29.9,NotLactating,4,2020-12-10,100,,December,gmelina,P15,42,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,95,1,F,0,0,2,2,0,Healthy,Healthy,24.5,NotLactating,7,2020-12-10,150,,December,mtawa,P22,83,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,305,3,F,,,,,,,,,,7,2020-12-10,,,December,mtawa,P24,83,,Dec,2020,,December2020
CHINKHOWE,Plant,306,3,F,0,0,2,2,0,Healthy,Healthy,28.6,Lactating,7,2020-12-10,200,,December,mtawa,P24,83,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,60,1,F,0,0,2,2,0,Healthy,Healthy,23.1,Lactating,9,2020-12-10,150,,December,mtawa,P16,112,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,50,3,F,0,0,2,2.5,0,Healthy,Healthy,38.1,NotLactating,23,2020-12-10,100,,December,gmelina,P15,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,51,4.5,F,0,0,2,2,0,Healthy,Healthy,38.1,Lactating,23,2020-12-10,,,December,gmelina,P15,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,53,4,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,23,2020-12-10,650,,December,gmelina,P15,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,57,2,F,0,0,2,2,0,Healthy,Healthy,32.6,Lactating,23,2020-12-10,900,,December,mtawa,P16,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,59,3,F,0,0,2,2,0,Healthy,Healthy,25.9,Lactating,23,2020-12-10,650,,December,mtawa,P16,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,63,3,F,,,,,,,,,,23,2020-12-10,,,December,gmelina,P17,309,,Dec,2020,,December2020
CHINKHOWE,Plant,64,1,F,0,0,2,2,0,Healthy,Healthy,29.9,NotLactating,23,2020-12-10,100,,December,gmelina,P17,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,66,3,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,23,2020-12-10,,,December,gmelina,P17,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,67,1,F,0,0,2,2.5,0,Healthy,Healthy,31.3,NotLactating,23,2020-12-10,,,December,gmelina,P17,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,68,3,F,0,0,2,2,0,Healthy,Healthy,38.1,NotLactating,23,2020-12-10,,,December,gmelina,P17,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,72,4,F,0,0,2,2.5,0,Healthy,Healthy,39.5,NotLactating,23,2020-12-10,1300,,December,gmelina,P18,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,73,3,F,0,0,2,2,0,Healthy,Healthy,34.2,NotLactating,23,2020-12-10,700,,December,gmelina,P18,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,74,1,F,0,0,2,2,0,Healthy,Healthy,39.5,Lactating,23,2020-12-10,0,,December,gmelina,P18,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,75,4,F,0,0,2,2,0,Healthy,Healthy,38.1,Lactating,23,2020-12-10,50,,December,gmelina,P18,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,80,4,F,0,0,2,2,0,Healthy,Healthy,42.2,Lactating,23,2020-12-10,1350,,December,kakhobo,P19,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,81,3,F,0,0,2,2,0,Healthy,Healthy,35.4,Lactating,23,2020-12-10,50,,December,kakhobo,P19,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,82,4,F,0,0,2,2,0,Healthy,Healthy,36.7,Lactating,23,2020-12-10,1700,,December,kakhobo,P19,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,86,4,F,0,0,2,2,0,Healthy,Healthy,34.2,Lactating,23,2020-12-10,0,,December,mtawa,P20,309,nonepl,Dec,2020,,December2020
KAMCHEZERA,Drug,26549,3,F,1,0,2,2,0,Sick,Healthy_Nasal,36.7,NotLactating,26,2021-01-15,2700,,January,,D3,350,drugdr,Jan,2021,,January2021
CHINKHOWE,Plant,87,2.5,F,0,0,2,2,0,Healthy,Healthy,31.3,Lactating,23,2020-12-10,100,,December,mtawa,P20,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,93,4.5,F,0,0,2,2,0,Healthy,Healthy,40.8,Pregnant,23,2020-12-10,0,,December,kakhobo,P21,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,97,4,F,0,0,2,2,0,Healthy,Healthy,35.4,NotLactating,23,2020-12-10,0,,December,mtawa,P22,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,99,3,F,0,0,2,2,0,Healthy,Healthy,28.6,NotLactating,23,2020-12-10,0,,December,mtawa,P22,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,300,3,F,0,0,2,2.5,0,Healthy,Healthy,32.6,Pregnant,23,2020-12-10,950,,December,mtawa,P23,309,nonepl,Dec,2020,,December2020
CHINKHOWE,Plant,302,4,F,0,0,2,2.5,0,Healthy,Healthy,39.5,Lactating,23,2020-12-10,150,,December,mtawa,P23,309,nonepl,Dec,2020,,December2020
MAZINGA,Plant,210,3,F,0,0,2,1.5,0,Healthy,Borderline,29.9,Lactating,10,2020-12-17,350,,December,mtawa,P12,126,nonepl,Dec,2020,,December2020
MAZINGA,Plant,47,4.5,F,0,0,3,2.5,0,Healthy,Borderline,40.8,Lactating,17,2020-12-17,0,,December,mtawa,P8,224,nonepl,Dec,2020,,December2020
MAZINGA,Plant,48,1,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,2,2020-12-17,0,,December,mtawa,P8,14,nonepl,Dec,2020,,December2020
MAZINGA,Plant,14new,2,F,0,0,2,2,0,Healthy,Healthy,34.2,NotLactating,2,2020-12-17,0,,December,mtawa,P3,0,nonepl,Dec,2020,,December2020
MAZINGA,Plant,215,4,F,0,0,2,2,0,Healthy,Healthy,35.4,Pregnant,3,2020-12-17,0,,December,mtawa,P12,28,nonepl,Dec,2020,,December2020
MAZINGA,Plant,214,1,F,0,0,2,2,0,Healthy,Healthy,24.5,NotLactating,4,2020-12-17,0,,December,mtawa,P12,42,nonepl,Dec,2020,,December2020
MAZINGA,Plant,217,4.5,F,0,0,2,2,0,Healthy,Healthy,42.2,Lactating,6,2020-12-17,200,,December,kakhobo,P13,70,nonepl,Dec,2020,,December2020
MAZINGA,Plant,218,3,F,0,0,2,2,0,Healthy,Healthy,27.2,Lactating,6,2020-12-17,150,,December,kakhobo,P13,70,nonepl,Dec,2020,,December2020
